id,faction,name,type,P,Pp,S,K,actEv,T,budget,target,net,verdict,formulaNote
machine_warden,机械遗迹,守卫者,MINION,0,0,2,0,1,1,4.55,3.05,-0.05,正常,对账口径(生成器预算)
machine_warden_v2,机械遗迹,守卫者·老兵,MINION,0,0,2,0,3,1,4.55,4.05,0.95,正常,对账口径(生成器预算)
machine_warden_v3,机械遗迹,守卫者·精英,MINION,0,0,2,0,3,1,4.55,5.05,-0.05,正常,对账口径(生成器预算)
machine_alpha,机械遗迹,阿尔法,MINION,0,0,3,0,2,0,4.55,4.55,0.45,正常,对账口径(生成器预算)
machine_alpha_v2,机械遗迹,阿尔法·老兵,MINION,0,0,5,0,1,0,4.55,5.55,0.45,正常,对账口径(生成器预算)
machine_alpha_v3,机械遗迹,阿尔法·精英,MINION,0,0,4,0,3,0,4.55,6.55,0.45,正常,对账口径(生成器预算)
machine_beta,机械遗迹,贝塔,MINION,0,0,2,0,1,1,4.55,3.05,-0.05,正常,对账口径(生成器预算)
machine_beta_v2,机械遗迹,贝塔·老兵,MINION,0,0,2,0,3,1,4.55,4.05,0.95,正常,对账口径(生成器预算)
machine_beta_v3,机械遗迹,贝塔·精英,MINION,0,0,2,0,3,1,4.55,5.05,-0.05,正常,对账口径(生成器预算)
machine_overseer,机械遗迹,监工,MINION,0,0,2,0,2,1,4.55,3.05,0.95,正常,对账口径(生成器预算)
machine_overseer_v2,机械遗迹,监工·老兵,MINION,0,0,3,0,1,1,4.55,4.05,-0.05,正常,对账口径(生成器预算)
machine_overseer_v3,机械遗迹,监工·精英,MINION,0,0,2,0,3,1,4.55,5.05,-0.05,正常,对账口径(生成器预算)
machine_pull,机械遗迹,拉取,SPELL,0,0,0,0,3.5,1,4.55,3.05,0.45,正常,SPELL无身材-公式不适用
machine_pull_v2,机械遗迹,拉取·老兵,SPELL,0,0,0,0,7,1,4.55,4.05,2.95,超模,SPELL无身材-公式不适用
machine_pull_v3,机械遗迹,拉取·精英,SPELL,0,0,0,0,9,1,4.55,5.05,3.95,超模,SPELL无身材-公式不适用
machine_sync,机械遗迹,同步,SPELL,0,0,0,0,4.5,1,4.55,3.05,1.45,正常,SPELL无身材-公式不适用
machine_sync_v2,机械遗迹,同步·老兵,SPELL,0,0,0,0,5,1,4.55,4.05,0.95,正常,SPELL无身材-公式不适用
machine_sync_v3,机械遗迹,同步·精英,SPELL,0,0,0,0,9,1,4.55,5.05,3.95,超模,SPELL无身材-公式不适用
machine_patch,机械遗迹,补丁,SPELL,0,0,0,0,3.5,1,4.55,3.05,0.45,正常,SPELL无身材-公式不适用
machine_patch_v2,机械遗迹,补丁·老兵,SPELL,0,0,0,0,7,1,4.55,4.05,2.95,超模,SPELL无身材-公式不适用
machine_patch_v3,机械遗迹,补丁·精英,SPELL,0,0,0,0,9,1,4.55,5.05,3.95,超模,SPELL无身材-公式不适用
machine_compile,机械遗迹,编译,SPELL,0,0,0,0,4.5,1,4.55,3.05,1.45,正常,SPELL无身材-公式不适用
machine_compile_v2,机械遗迹,编译·老兵,SPELL,0,0,0,0,5,1,4.55,4.05,0.95,正常,SPELL无身材-公式不适用
machine_compile_v3,机械遗迹,编译·精英,SPELL,0,0,0,0,9,1,4.55,5.05,3.95,超模,SPELL无身材-公式不适用
machine_debug,机械遗迹,调试,SPELL,0,0,0,0,2,0,4.55,4.55,-2.55,亏模,SPELL无身材-公式不适用
machine_debug_v2,机械遗迹,调试·老兵,SPELL,0,0,0,0,7,0,4.55,5.55,1.45,正常,SPELL无身材-公式不适用
machine_debug_v3,机械遗迹,调试·精英,SPELL,0,0,0,0,5,0,4.55,6.55,-1.55,亏模,SPELL无身材-公式不适用
machine_jam,机械遗迹,干扰,AMBUSH,0,0,0,0,0,1,4.55,3.05,-3.05,亏模,AMBUSH无身材-公式不适用
machine_jam_v2,机械遗迹,干扰·老兵,AMBUSH,0,0,0,0,0,1,4.55,4.05,-4.05,亏模,AMBUSH无身材-公式不适用
machine_jam_v3,机械遗迹,干扰·精英,AMBUSH,0,0,0,0,0,1,4.55,5.05,-5.05,亏模,AMBUSH无身材-公式不适用
machine_decoy,机械遗迹,诱饵,AMBUSH,0,0,0,0,0,1,4.55,3.05,-3.05,亏模,AMBUSH无身材-公式不适用
machine_decoy_v2,机械遗迹,诱饵·老兵,AMBUSH,0,0,0,0,0,1,4.55,4.05,-4.05,亏模,AMBUSH无身材-公式不适用
machine_decoy_v3,机械遗迹,诱饵·精英,AMBUSH,0,0,0,0,0,1,4.55,5.05,-5.05,亏模,AMBUSH无身材-公式不适用
machine_short,机械遗迹,短路,PUNISH,1,0,0,0,0,1,4.96,3.46,-3.46,亏模,PUNISH不从主动出-公式不适用
machine_short_v2,机械遗迹,短路·老兵,PUNISH,1,0,0,0,0,1,4.96,4.46,-4.46,亏模,PUNISH不从主动出-公式不适用
machine_short_v3,机械遗迹,短路·精英,PUNISH,1,0,0,0,0,1,4.96,5.46,-5.46,亏模,PUNISH不从主动出-公式不适用
machine_drain,机械遗迹,抽干,PUNISH,1,0,0,0,0,1,4.96,3.46,-3.46,亏模,PUNISH不从主动出-公式不适用
machine_drain_v2,机械遗迹,抽干·老兵,PUNISH,1,0,0,0,0,1,4.96,4.46,-4.46,亏模,PUNISH不从主动出-公式不适用
machine_drain_v3,机械遗迹,抽干·精英,PUNISH,1,0,0,0,0,1,4.96,5.46,-5.46,亏模,PUNISH不从主动出-公式不适用
sea_leviathan,深海联盟,利维坦,MINION,0,0,2,0,2,1,4.55,3.05,0.95,正常,对账口径(生成器预算)
sea_leviathan_v2,深海联盟,利维坦·老兵,MINION,0,0,2,0,4,1,4.55,4.05,1.95,超模,对账口径(生成器预算)
sea_surge,深海联盟,浪潮,SPELL,0,0,0,0,4.5,1,4.55,3.05,1.45,正常,SPELL无身材-公式不适用
sea_leviathan_v3,深海联盟,利维坦·精英,MINION,0,0,2,0,4,1,4.55,5.05,0.95,正常,对账口径(生成器预算)
sea_reef,深海联盟,暗礁,AMBUSH,0,0,0,0,0,1,4.55,3.05,-3.05,亏模,AMBUSH无身材-公式不适用
sea_surge_v2,深海联盟,浪潮·老兵,SPELL,0,0,0,0,8,1,4.55,4.05,3.95,超模,SPELL无身材-公式不适用
sea_wrath,深海联盟,怒涛,PUNISH,1,0,0,0,0,1,4.96,3.46,-3.46,亏模,PUNISH不从主动出-公式不适用
sea_kraken,深海联盟,克拉肯,MINION,0,0,2,0,2,1,4.55,3.05,0.95,正常,对账口径(生成器预算)
sea_surge_v3,深海联盟,浪潮·精英,SPELL,0,0,0,0,10,1,4.55,5.05,4.95,超模,SPELL无身材-公式不适用
sea_kraken_v2,深海联盟,克拉肯·老兵,MINION,0,0,2,0,2,1,4.55,4.05,-0.05,正常,对账口径(生成器预算)
sea_kraken_v3,深海联盟,克拉肯·精英,MINION,0,0,2,0,4,1,4.55,5.05,0.95,正常,对账口径(生成器预算)
sea_abyss,深海联盟,深渊,MINION,0,0,2,0,2,0,4.55,4.05,-0.05,正常,对账口径(生成器预算)
sea_tide,深海联盟,潮汐,SPELL,0,0,0,0,4.5,1,4.55,3.05,1.45,正常,SPELL无身材-公式不适用
sea_abyss_v2,深海联盟,深渊·老兵,MINION,1,0,2,0,4,0,4.96,5.46,0.54,正常,对账口径(生成器预算)
sea_tide_v2,深海联盟,潮汐·老兵,SPELL,1,0,0,0,6,1,4.96,4.46,1.54,超模,SPELL无身材-公式不适用
sea_abyss_v3,深海联盟,深渊·精英,MINION,1,1,2,0,4,0,3.46,4.96,1.04,正常,对账口径(生成器预算)
sea_mouth,深海联盟,巨口,MINION,1,0,2,0,2,1,4.96,3.46,0.54,正常,对账口径(生成器预算)
sea_mouth_v2,深海联盟,巨口·老兵,MINION,1,0,2,0,4,1,4.96,4.46,1.54,超模,对账口径(生成器预算)
sea_tide_v3,深海联盟,潮汐·精英,SPELL,1,0,0,0,10,1,4.96,5.46,4.54,超模,SPELL无身材-公式不适用
sea_mouth_v3,深海联盟,巨口·精英,MINION,1,0,2,0,4,1,4.96,5.46,0.54,正常,对账口径(生成器预算)
sea_reef_v2,深海联盟,暗礁·老兵,AMBUSH,1,0,0,0,0,1,4.96,4.46,-4.46,亏模,AMBUSH无身材-公式不适用
sea_drown,深海联盟,溺水,SPELL,1,1,0,0,4.5,0,3.46,2.96,1.54,超模,SPELL无身材-公式不适用
sea_wrath_v2,深海联盟,怒涛·老兵,PUNISH,1,0,0,0,0,1,4.96,4.46,-4.46,亏模,PUNISH不从主动出-公式不适用
sea_serpent,深海联盟,海蛇,MINION,1,0,3,0,2,0,4.96,4.96,0.04,正常,对账口径(生成器预算)
sea_drown_v2,深海联盟,溺水·老兵,SPELL,1,1,0,0,8,0,3.46,3.96,4.04,超模,SPELL无身材-公式不适用
sea_serpent_v2,深海联盟,海蛇·老兵,MINION,1,0,4,0,2,0,4.96,5.96,0.04,正常,对账口径(生成器预算)
sea_reef_v3,深海联盟,暗礁·精英,AMBUSH,2,0,0,0,0,1,5.69,6.19,-6.19,亏模,AMBUSH无身材-公式不适用
sea_drown_v3,深海联盟,溺水·精英,SPELL,2,1,0,0,10,0,4.19,5.69,4.31,超模,SPELL无身材-公式不适用
sea_wrath_v3,深海联盟,怒涛·精英,PUNISH,2,0,0,0,0,1,5.69,6.19,-6.19,亏模,PUNISH不从主动出-公式不适用
sea_serpent_v3,深海联盟,海蛇·精英,MINION,2,0,4,0,4,0,5.69,7.69,0.31,正常,对账口径(生成器预算)
sea_sink,深海联盟,沉没,SPELL,2,1,0,0,4.5,1,4.19,2.69,1.81,超模,SPELL无身材-公式不适用
sea_siren,深海联盟,海妖,MINION,2,0,2,0,2,1,5.69,4.19,-0.19,正常,对账口径(生成器预算)
sea_siren_v2,深海联盟,海妖·老兵,MINION,2,0,2,0,4,1,5.69,5.19,0.81,正常,对账口径(生成器预算)
sea_siren_v3,深海联盟,海妖·精英,MINION,2,1,2,0,4,1,4.19,4.69,1.31,正常,对账口径(生成器预算)
sea_sink_v2,深海联盟,沉没·老兵,SPELL,2,0,0,0,8,1,5.69,5.19,2.81,超模,SPELL无身材-公式不适用
sea_tsunami,深海联盟,海啸,MINION,2,0,2,0,2,1,5.69,4.19,-0.19,正常,对账口径(生成器预算)
sea_trap,深海联盟,海笼,AMBUSH,2,1,0,0,0,1,4.19,2.69,-2.69,亏模,AMBUSH无身材-公式不适用
sea_sink_v3,深海联盟,沉没·精英,SPELL,2,0,0,0,10,1,5.69,6.19,3.81,超模,SPELL无身材-公式不适用
sea_curse,深海联盟,海咒,PUNISH,2,0,0,0,0,1,5.69,4.19,-4.19,亏模,PUNISH不从主动出-公式不适用
sea_tsunami_v2,深海联盟,海啸·老兵,MINION,3,1,2,0,4,1,5.24,4.74,1.26,正常,对账口径(生成器预算)
sea_wash,深海联盟,冲刷,SPELL,3,2,0,0,4.5,0,3.74,3.74,0.76,正常,SPELL无身材-公式不适用
sea_tsunami_v3,深海联盟,海啸·精英,MINION,3,0,3,0,4,1,6.74,7.24,-0.24,正常,对账口径(生成器预算)
sea_trap_v2,深海联盟,海笼·老兵,AMBUSH,3,1,0,0,0,1,5.24,4.74,-4.74,亏模,AMBUSH无身材-公式不适用
sea_wash_v2,深海联盟,冲刷·老兵,SPELL,3,2,0,0,6,0,3.74,4.74,1.26,正常,SPELL无身材-公式不适用
sea_curse_v2,深海联盟,海咒·老兵,PUNISH,3,0,0,0,0,1,6.74,6.24,-6.24,亏模,PUNISH不从主动出-公式不适用
sea_coral,深海联盟,珊瑚,MINION,3,1,3,0,2,0,5.24,4.74,0.26,正常,对账口径(生成器预算)
sea_wash_v3,深海联盟,冲刷·精英,SPELL,3,2,0,0,10,0,3.74,5.74,4.26,超模,SPELL无身材-公式不适用
sea_coral_v2,深海联盟,珊瑚·老兵,MINION,3,0,5,0,2,0,6.74,7.24,-0.24,正常,对账口径(生成器预算)
sea_coral_v3,深海联盟,珊瑚·精英,MINION,3,1,3,0,4,0,5.24,6.74,0.26,正常,对账口径(生成器预算)
sea_shell,深海联盟,贝壳,MINION,3,2,2,0,2,1,3.74,2.24,1.76,超模,对账口径(生成器预算)
sea_shell_v2,深海联盟,贝壳·老兵,MINION,3,0,2,0,4,1,6.74,6.24,-0.24,正常,对账口径(生成器预算)
sea_shell_v3,深海联盟,贝壳·精英,MINION,4,0,5,0,4,1,8.11,8.61,0.39,正常,对账口径(生成器预算)
sea_eel,深海联盟,电鳗,MINION,4,1,5,0,2,0,6.61,6.61,0.39,正常,对账口径(生成器预算)
sea_eel_v2,深海联盟,电鳗·老兵,MINION,4,2,2,0,4,0,5.11,6.11,-0.11,正常,对账口径(生成器预算)
sea_eel_v3,深海联盟,电鳗·精英,MINION,4,3,2,0,4,0,3.61,5.61,0.39,正常,对账口径(生成器预算)
sea_ray,深海联盟,鳐鱼,MINION,4,0,5,0,2,1,8.11,6.61,0.39,正常,对账口径(生成器预算)
sea_ray_v2,深海联盟,鳐鱼·老兵,MINION,4,1,4,0,2,1,6.61,6.11,-0.11,正常,对账口径(生成器预算)
sea_ray_v3,深海联盟,鳐鱼·精英,MINION,5,2,3,0,4,1,6.8,7.3,-0.3,正常,对账口径(生成器预算)
sea_curse_v3,深海联盟,海咒·精英,PUNISH,5,3,0,0,0,1,5.3,5.8,-5.8,亏模,PUNISH不从主动出-公式不适用
sea_trap_v3,深海联盟,海笼·精英,AMBUSH,5,0,0,0,0,1,9.8,10.3,-10.3,亏模,AMBUSH无身材-公式不适用
sea_octopus,深海联盟,章鱼,MINION,0,0,2,0,2,1,4.55,3.05,0.95,正常,对账口径(生成器预算)
sea_octopus_v2,深海联盟,章鱼·老兵,MINION,3,2,2,0,4,1,3.74,3.24,2.76,超模,对账口径(生成器预算)
sea_octopus_v3,深海联盟,章鱼·精英,MINION,4,2,2,0,4,1,5.11,5.61,0.39,正常,对账口径(生成器预算)
sea_squid,深海联盟,乌贼,MINION,1,1,2,0,2,0,3.46,2.96,1.04,正常,对账口径(生成器预算)
sea_squid_v2,深海联盟,乌贼·老兵,MINION,2,2,2,0,4,0,2.69,3.19,2.81,超模,对账口径(生成器预算)
sea_squid_v3,深海联盟,乌贼·精英,MINION,5,1,6,0,4,0,8.3,9.8,0.2,正常,对账口径(生成器预算)
sea_crab,深海联盟,巨蟹,MINION,0,0,2,0,2,1,4.55,3.05,0.95,正常,对账口径(生成器预算)
sea_crab_v2,深海联盟,巨蟹·老兵,MINION,3,2,2,0,2,1,3.74,3.24,0.76,正常,对账口径(生成器预算)
sea_crab_v3,深海联盟,巨蟹·精英,MINION,4,0,5,0,4,1,8.11,8.61,0.39,正常,对账口径(生成器预算)
sea_jelly,深海联盟,水母,MINION,1,1,2,0,2,0,3.46,3.46,0.54,正常,对账口径(生成器预算)
sea_jelly_v2,深海联盟,水母·老兵,MINION,2,2,2,0,4,0,2.69,3.69,2.31,超模,对账口径(生成器预算)
sea_jelly_v3,深海联盟,水母·精英,MINION,5,3,3,0,4,0,5.3,7.3,-0.3,正常,对账口径(生成器预算)
sea_shark,深海联盟,鲨鱼,MINION,0,0,2,0,2,1,4.55,3.05,0.95,正常,对账口径(生成器预算)
sea_shark_v2,深海联盟,鲨鱼·老兵,MINION,3,2,2,0,4,1,3.74,3.24,2.76,超模,对账口径(生成器预算)
sea_shark_v3,深海联盟,鲨鱼·精英,MINION,4,2,2,0,4,1,5.11,5.61,0.39,正常,对账口径(生成器预算)
sea_whale,深海联盟,鲸,MINION,1,0,2,0,2,1,4.96,3.46,0.54,正常,对账口径(生成器预算)
sea_whale_v2,深海联盟,鲸·老兵,MINION,2,0,3,0,2,1,5.69,5.19,-0.19,正常,对账口径(生成器预算)
sea_whale_v3,深海联盟,鲸·精英,MINION,5,1,5,0,4,1,8.3,8.8,0.2,正常,对账口径(生成器预算)
sea_mermaid,深海联盟,人鱼,MINION,0,0,2,0,2,0,4.55,4.05,-0.05,正常,对账口径(生成器预算)
sea_mermaid_v2,深海联盟,人鱼·老兵,MINION,3,2,2,0,4,0,3.74,4.24,1.76,超模,对账口径(生成器预算)
sea_mermaid_v3,深海联盟,人鱼·精英,MINION,4,0,6,0,4,0,8.11,9.61,0.39,正常,对账口径(生成器预算)
sea_triton,深海联盟,海卫,MINION,1,0,2,0,2,1,4.96,3.46,0.54,正常,对账口径(生成器预算)
sea_triton_v2,深海联盟,海卫·老兵,MINION,2,0,2,0,4,1,5.69,5.19,0.81,正常,对账口径(生成器预算)
sea_triton_v3,深海联盟,海卫·精英,MINION,5,3,2,0,4,1,5.3,5.8,0.2,正常,对账口径(生成器预算)
sea_nereid,深海联盟,海仙女,MINION,0,0,3,0,2,0,4.55,4.55,0.45,正常,对账口径(生成器预算)
sea_nereid_v2,深海联盟,海仙女·老兵,MINION,3,2,3,0,2,0,3.74,4.74,0.26,正常,对账口径(生成器预算)
sea_nereid_v3,深海联盟,海仙女·精英,MINION,4,2,3,0,4,0,5.11,7.11,-0.11,正常,对账口径(生成器预算)
sea_drowned,深海联盟,溺亡者,MINION,1,0,2,0,2,1,4.96,3.46,0.54,正常,对账口径(生成器预算)
sea_drowned_v2,深海联盟,溺亡者·老兵,MINION,2,0,2,0,4,1,5.69,5.19,0.81,正常,对账口径(生成器预算)
sea_drowned_v3,深海联盟,溺亡者·精英,MINION,5,1,5,0,4,1,8.3,8.8,0.2,正常,对账口径(生成器预算)
sea_cultist,深海联盟,邪教徒,MINION,0,0,2,0,2,1,4.55,3.05,0.95,正常,对账口径(生成器预算)
sea_cultist_v2,深海联盟,邪教徒·老兵,MINION,3,2,2,0,4,1,3.74,3.24,2.76,超模,对账口径(生成器预算)
sea_cultist_v3,深海联盟,邪教徒·精英,MINION,4,0,5,0,4,1,8.11,8.61,0.39,正常,对账口径(生成器预算)
sea_flood,深海联盟,洪水,SPELL,1,0,0,0,4.5,1,4.96,3.46,1.04,正常,SPELL无身材-公式不适用
sea_flood_v2,深海联盟,洪水·老兵,SPELL,2,0,0,0,8,1,5.69,5.19,2.81,超模,SPELL无身材-公式不适用
sea_flood_v3,深海联盟,洪水·精英,SPELL,5,3,0,0,10,1,5.3,5.8,4.2,超模,SPELL无身材-公式不适用
sea_brine,深海联盟,盐水,SPELL,0,0,0,0,4.5,1,4.55,3.05,1.45,正常,SPELL无身材-公式不适用
sea_brine_v2,深海联盟,盐水·老兵,SPELL,3,2,0,0,8,1,3.74,3.24,4.76,超模,SPELL无身材-公式不适用
sea_brine_v3,深海联盟,盐水·精英,SPELL,4,2,0,0,10,1,5.11,5.61,4.39,超模,SPELL无身材-公式不适用
sea_current,深海联盟,洋流,SPELL,1,1,0,0,4.5,0,3.46,2.96,1.54,超模,SPELL无身材-公式不适用
sea_current_v2,深海联盟,洋流·老兵,SPELL,2,2,0,0,6,0,2.69,3.19,2.81,超模,SPELL无身材-公式不适用
sea_current_v3,深海联盟,洋流·精英,SPELL,5,1,0,0,8,0,8.3,9.8,-1.8,亏模,SPELL无身材-公式不适用
sea_vortex,深海联盟,漩涡,SPELL,0,0,0,0,4.5,1,4.55,3.05,1.45,正常,SPELL无身材-公式不适用
sea_vortex_v2,深海联盟,漩涡·老兵,SPELL,3,2,0,0,8,1,3.74,3.24,4.76,超模,SPELL无身材-公式不适用
sea_vortex_v3,深海联盟,漩涡·精英,SPELL,4,0,0,0,6,1,8.11,8.61,-2.61,亏模,SPELL无身材-公式不适用
sea_depth,深海联盟,海渊,SPELL,1,1,0,0,4.5,0,3.46,3.46,1.04,正常,SPELL无身材-公式不适用
sea_depth_v2,深海联盟,海渊·老兵,SPELL,2,2,0,0,8,0,2.69,3.69,4.31,超模,SPELL无身材-公式不适用
sea_depth_v3,深海联盟,海渊·精英,SPELL,5,3,0,0,10,0,5.3,7.3,2.7,超模,SPELL无身材-公式不适用
sea_ambush,深海联盟,暗流,AMBUSH,0,0,0,0,0,0,4.55,4.05,-4.05,亏模,AMBUSH无身材-公式不适用
sea_ambush_v2,深海联盟,暗流·老兵,AMBUSH,3,2,0,0,0,0,3.74,4.24,-4.24,亏模,AMBUSH无身材-公式不适用
sea_ambush_v3,深海联盟,暗流·精英,AMBUSH,4,2,0,0,0,0,5.11,6.61,-6.61,亏模,AMBUSH无身材-公式不适用
sea_hook,深海联盟,鱼钩,AMBUSH,1,0,0,0,0,1,4.96,3.46,-3.46,亏模,AMBUSH无身材-公式不适用
sea_hook_v2,深海联盟,鱼钩·老兵,AMBUSH,2,0,0,0,0,1,5.69,5.19,-5.19,亏模,AMBUSH无身材-公式不适用
sea_hook_v3,深海联盟,鱼钩·精英,AMBUSH,5,1,0,0,0,1,8.3,8.8,-8.8,亏模,AMBUSH无身材-公式不适用
sea_debt,深海联盟,潮汐债,PUNISH,1,0,0,0,0,0,4.96,4.46,-4.46,亏模,PUNISH不从主动出-公式不适用
sea_debt_v2,深海联盟,潮汐债·老兵,PUNISH,3,2,0,0,0,0,3.74,4.24,-4.24,亏模,PUNISH不从主动出-公式不适用
sea_debt_v3,深海联盟,潮汐债·精英,PUNISH,4,0,0,0,0,0,8.11,9.61,-9.61,亏模,PUNISH不从主动出-公式不适用
sea_judgment,深海联盟,审判,PUNISH,1,0,0,0,0,1,4.96,3.46,-3.46,亏模,PUNISH不从主动出-公式不适用
sea_judgment_v2,深海联盟,审判·老兵,PUNISH,2,0,0,0,0,1,5.69,5.19,-5.19,亏模,PUNISH不从主动出-公式不适用
sea_judgment_v3,深海联盟,审判·精英,PUNISH,5,3,0,0,0,1,5.3,5.8,-5.8,亏模,PUNISH不从主动出-公式不适用
wood_seedling,古木圣地,新芽,MINION,0,0,2,0,2,2,4.55,2.05,1.95,超模,对账口径(生成器预算)
wood_seedling_v2,古木圣地,新芽·老兵,MINION,0,0,2,0,2,2,4.55,3.05,0.95,正常,对账口径(生成器预算)
wood_growth,古木圣地,生长,SPELL,0,0,0,0,4.5,2,4.55,2.05,2.45,超模,SPELL无身材-公式不适用
wood_seedling_v3,古木圣地,新芽·精英,MINION,0,0,2,0,2,2,4.55,4.05,-0.05,正常,对账口径(生成器预算)
wood_trap,古木圣地,缠绕陷阱,AMBUSH,0,0,0,0,0,2,4.55,2.05,-2.05,亏模,AMBUSH无身材-公式不适用
wood_growth_v2,古木圣地,生长·老兵,SPELL,0,0,0,0,6,2,4.55,3.05,2.95,超模,SPELL无身材-公式不适用
wood_wrath,古木圣地,自然之怒,PUNISH,1,0,0,0,0,2,4.96,2.46,-2.46,亏模,PUNISH不从主动出-公式不适用
wood_sapling,古木圣地,树苗,MINION,0,0,2,0,2,4,4.55,0.05,3.95,超模,对账口径(生成器预算)
wood_growth_v3,古木圣地,生长·精英,SPELL,0,0,0,0,10,2,4.55,4.05,5.95,超模,SPELL无身材-公式不适用
wood_sapling_v2,古木圣地,树苗·老兵,MINION,0,0,2,0,4,4,4.55,1.05,4.95,超模,对账口径(生成器预算)
wood_sapling_v3,古木圣地,树苗·精英,MINION,0,0,2,0,4,4,4.55,2.05,3.95,超模,对账口径(生成器预算)
wood_treant,古木圣地,树人,MINION,0,0,3,0,2,0,4.55,4.55,0.45,正常,对账口径(生成器预算)
wood_bloom,古木圣地,绽放,SPELL,0,0,0,0,4.5,4,4.55,0.05,4.45,超模,SPELL无身材-公式不适用
wood_treant_v2,古木圣地,树人·老兵,MINION,1,0,2,0,4,0,4.96,5.96,0.04,正常,对账口径(生成器预算)
wood_bloom_v2,古木圣地,绽放·老兵,SPELL,1,0,0,0,8,4,4.96,1.46,6.54,超模,SPELL无身材-公式不适用
wood_treant_v3,古木圣地,树人·精英,MINION,1,1,3,0,2,0,3.46,5.46,-0.46,正常,对账口径(生成器预算)
wood_ancient,古木圣地,古树,MINION,1,0,3,0,2,0,4.96,4.96,0.04,正常,对账口径(生成器预算)
wood_ancient_v2,古木圣地,古树·老兵,MINION,1,0,4,0,2,0,4.96,5.96,0.04,正常,对账口径(生成器预算)
wood_bloom_v3,古木圣地,绽放·精英,SPELL,1,0,0,0,10,4,4.96,2.46,7.54,超模,SPELL无身材-公式不适用
wood_ancient_v3,古木圣地,古树·精英,MINION,1,0,3,0,4,0,4.96,6.96,0.04,正常,对账口径(生成器预算)
wood_trap_v2,古木圣地,缠绕陷阱·老兵,AMBUSH,1,0,0,0,0,2,4.96,3.46,-3.46,亏模,AMBUSH无身材-公式不适用
wood_root,古木圣地,扎根,SPELL,1,1,0,0,4.5,0,3.46,3.46,1.04,正常,SPELL无身材-公式不适用
wood_wrath_v2,古木圣地,自然之怒·老兵,PUNISH,1,0,0,0,0,2,4.96,3.46,-3.46,亏模,PUNISH不从主动出-公式不适用
wood_trap_v3,古木圣地,缠绕陷阱·精英,AMBUSH,2,0,0,0,0,2,5.69,5.19,-5.19,亏模,AMBUSH无身材-公式不适用
wood_root_v2,古木圣地,扎根·老兵,SPELL,2,1,0,0,8,0,4.19,5.19,2.81,超模,SPELL无身材-公式不适用
wood_wrath_v3,古木圣地,自然之怒·精英,PUNISH,2,0,0,0,0,2,5.69,5.19,-5.19,亏模,PUNISH不从主动出-公式不适用
wood_druid,古木圣地,德鲁伊,MINION,2,0,4,0,2,0,5.69,5.69,0.31,正常,对账口径(生成器预算)
wood_root_v3,古木圣地,扎根·精英,SPELL,2,1,0,0,4,0,4.19,6.19,-2.19,亏模,SPELL无身材-公式不适用
wood_druid_v2,古木圣地,德鲁伊·老兵,MINION,2,2,2,0,4,0,2.69,3.69,2.31,超模,对账口径(生成器预算)
wood_druid_v3,古木圣地,德鲁伊·精英,MINION,2,0,4,0,4,0,5.69,7.69,0.31,正常,对账口径(生成器预算)
wood_wisp,古木圣地,树灵,MINION,2,0,2,0,2,2,5.69,3.19,0.81,正常,对账口径(生成器预算)
wood_wild,古木圣地,疯长,SPELL,2,2,0,0,4.5,0,2.69,2.69,1.81,超模,SPELL无身材-公式不适用
wood_wisp_v2,古木圣地,树灵·老兵,MINION,2,0,2,0,4,2,5.69,4.19,1.81,超模,对账口径(生成器预算)
wood_vine,古木圣地,藤蔓陷阱,AMBUSH,2,0,0,0,0,4,5.69,1.19,-1.19,正常,AMBUSH无身材-公式不适用
wood_wild_v2,古木圣地,疯长·老兵,SPELL,2,2,0,0,6,0,2.69,3.69,2.31,超模,SPELL无身材-公式不适用
wood_wisp_v3,古木圣地,树灵·精英,MINION,3,0,4,0,2,2,6.74,6.24,-0.24,正常,对账口径(生成器预算)
wood_wild_v3,古木圣地,疯长·精英,SPELL,3,1,0,0,10,0,5.24,7.24,2.76,超模,SPELL无身材-公式不适用
wood_spirit,古木圣地,树精,MINION,3,0,2,0,2,4,6.74,2.24,1.76,超模,对账口径(生成器预算)
wood_vine_v2,古木圣地,藤蔓陷阱·老兵,AMBUSH,3,0,0,0,0,4,6.74,3.24,-3.24,亏模,AMBUSH无身材-公式不适用
wood_renew,古木圣地,新生,SPELL,3,1,0,0,3,0,5.24,5.24,-2.24,亏模,SPELL无身材-公式不适用
wood_judgment,古木圣地,森林审判,PUNISH,3,0,0,0,0,4,6.74,2.24,-2.24,亏模,PUNISH不从主动出-公式不适用
wood_spirit_v2,古木圣地,树精·老兵,MINION,3,0,2,0,2,4,6.74,3.24,0.76,正常,对账口径(生成器预算)
wood_renew_v2,古木圣地,新生·老兵,SPELL,3,1,0,0,8,0,5.24,6.24,1.76,超模,SPELL无身材-公式不适用
wood_spirit_v3,古木圣地,树精·精英,MINION,3,0,2,0,4,4,6.74,4.24,1.76,超模,对账口径(生成器预算)
wood_guardian,古木圣地,守护者,MINION,3,0,5,0,2,0,6.74,6.74,0.26,正常,对账口径(生成器预算)
wood_renew_v3,古木圣地,新生·精英,SPELL,4,2,0,0,10,0,5.11,7.11,2.89,超模,SPELL无身材-公式不适用
wood_guardian_v2,古木圣地,守护者·老兵,MINION,4,3,2,0,4,0,3.61,4.61,1.39,正常,对账口径(生成器预算)
