asset_id,path,kind,alpha,portable,runtime_role,engine_specific,sha256
LEADER,assets/raster_2x/icons/leader.png,raster-fallback,yes,yes,generic,no,0fd1d6fd022b212326760061bf6ddffb10e34ee8b55582f7445fcbdbdabf22ab
PAUSE,assets/raster_2x/icons/pause.png,raster-fallback,yes,yes,generic,no,219ba9b69cefa6302e302c1589154f69f85719bffbdbeba4086e8e197ab94c6f
PHASE_ACTION,assets/raster_2x/icons/phase_action.png,raster-fallback,yes,yes,generic,no,85f6b3c302b041a2de14abc17daf56b23b2af82ac28545ead4f9682e1c5ac26f
PHASE_AMBUSH,assets/raster_2x/icons/phase_ambush.png,raster-fallback,yes,yes,generic,no,1ed86d1425c90f59282ee4278af812282134d371a5283ee64626c5b4f8de0c28
PHASE_DISCARD,assets/raster_2x/icons/phase_discard.png,raster-fallback,yes,yes,generic,no,d57d0369d3a5560d8b1de69e61ef4452a82aa51347ce53b03b4ead9a37762011
PHASE_END,assets/raster_2x/icons/phase_end.png,raster-fallback,yes,yes,generic,no,111a251f232ba944cdf12a0a3e056944d8bd952a68131ea8ce074a287a6338ef
PHASE_START,assets/raster_2x/icons/phase_start.png,raster-fallback,yes,yes,generic,no,9066e9c13082a04767a19bb769c44633c2b44be1359533837aadd7b9e2cf7089
PLAY,assets/raster_2x/icons/play.png,raster-fallback,yes,yes,generic,no,7d0552870bf4b81b93c328b8afb5b20875b16a1739cdacccbb6ecd1ecaf55add
PUNISH,assets/raster_2x/icons/punish.png,raster-fallback,yes,yes,generic,no,c037a9f2b2c10537b77e993de730df7f538a5fc89fda27db28ab56891c40ab27
REMATCH,assets/raster_2x/icons/rematch.png,raster-fallback,yes,yes,generic,no,ef698491afe7f8b2209297d8d52c3f64f093b728c8a5be8eb3b0ff184c5c36bc
RULES,assets/raster_2x/icons/rules.png,raster-fallback,yes,yes,generic,no,f020aa223b7651cbd9025f6808513833ea6591dbedd22725029b4be7adada7e0
RUSH,assets/raster_2x/icons/rush.png,raster-fallback,yes,yes,generic,no,818dc12ddfa7eeddeebcb90578add1afb8e61752d599e99c590e5cfe7749d0a0
SETTINGS,assets/raster_2x/icons/settings.png,raster-fallback,yes,yes,generic,no,f13920975d9a5e0139fa1e872157b31dbc341304b48644d502b222c3f0e43612
SILENCE,assets/raster_2x/icons/silence.png,raster-fallback,yes,yes,generic,no,8834c0b5073e283142ce7df7d133d5ca2380fac9e043027f8aba3a0a52a6898e
TAUNT,assets/raster_2x/icons/taunt.png,raster-fallback,yes,yes,generic,no,ffcbc07e76169cabe75e7c2d2da37a3af585cc70e6fc80574c98d61a9062723b
VICTORY,assets/raster_2x/icons/victory.png,raster-fallback,yes,yes,generic,no,c3d8a3266c2d302be7b19344828a44b32efecbed92fdf528b11ba168b46074e4
WARD,assets/raster_2x/icons/ward.png,raster-fallback,yes,yes,generic,no,93d921351fb803698895094c51a6ff35486fb257a7eb47dc391b3085ce35559b
ARCHIVE_PANEL_9SLICE,assets/raster_2x/ui/archive_panel_9slice.png,raster-fallback,yes,yes,generic,no,0e436c0c53102d4ebe6691c522fb43e7b9a1971a6250435ee145fc60176171f7
ARCHIVE_TAB,assets/raster_2x/ui/archive_tab.png,raster-fallback,yes,yes,generic,no,0ddb270c3bbeb13652f87cc2466b1cb358765c8c625b61d4b86b94290cb41361
BATTLE_REPORT_FRAME,assets/raster_2x/ui/battle_report_frame.png,raster-fallback,yes,yes,generic,no,bcacd71dd51e73653b49a72dcf6d7de5a021cf570ac60496e81558f411c5f3ab
BUTTON_STAMP_9SLICE,assets/raster_2x/ui/button_stamp_9slice.png,raster-fallback,yes,yes,generic,no,6b927c8ad25b9e7032a68521de0befc9102fd9bcb2d24fcca6625849760fbe51
CHAIN_TAB,assets/raster_2x/ui/chain_tab.png,raster-fallback,yes,yes,generic,no,c37860acbb189e16e2b1e8d247c0db41c045f6d16cfea95e7bd9763cc90316e5
CHANT_PROGRESS,assets/raster_2x/ui/chant_progress.png,raster-fallback,yes,yes,generic,no,b508baaf360bfee3a54b80ff3b7bbfdb25c069e18d41ef461e289791f01be90d
COUNTERFILED,assets/raster_2x/ui/counterfiled.png,raster-fallback,yes,yes,generic,no,eafd3d7d395ad2d699bf24edf6434026445891c4427d05a7ed02c0c83480b522
DAMAGE_CUT,assets/raster_2x/ui/damage_cut.png,raster-fallback,yes,yes,generic,no,515c6c0843f2ede7f89455050a88a2e13b7dfb17f150fda124cbf01b26dfa274
DECK_ADD_STAMP,assets/raster_2x/ui/deck_add_stamp.png,raster-fallback,yes,yes,generic,no,a78a7bf4becd9b98af3d4f3ce19614a8a6ccfe97ff6f3bfbd01e9b27c5ef5fac
DECK_REMOVE_STAMP,assets/raster_2x/ui/deck_remove_stamp.png,raster-fallback,yes,yes,generic,no,7487da9e5d45897820fc6cfecc46c10b2e28a74201d6f575e6f2a12459e8efab
DIVIDER_RULE,assets/raster_2x/ui/divider_rule.png,raster-fallback,yes,yes,generic,no,f7cbbf93f74af8c29634065a2409045d998746ff65953d52eb34a90ec0b121be
DROP_INVALID,assets/raster_2x/ui/drop_invalid.png,raster-fallback,yes,yes,generic,no,2126894d88059d67615b6d677d7ce7231ca1c787ed3f4c5c8fba6bb18e561737
DROP_VALID,assets/raster_2x/ui/drop_valid.png,raster-fallback,yes,yes,generic,no,4f5123cc79ea56f6f810e73098d58d95c723ff90b903d2c2cdece29c0c4eaee4
FOCUS_RING,assets/raster_2x/ui/focus_ring.png,raster-fallback,yes,yes,generic,no,6e55bec6ea153df5bda5cac51e845767eeeba582cb31349e9c039e5806b39854
FOLDER_SLIDE,assets/raster_2x/ui/folder_slide.png,raster-fallback,yes,yes,generic,no,7eace337ffb3cffe2245ca2f499f8e5c03542bc1803ca83ffec2790810a170e3
GUARD_BLOCKED,assets/raster_2x/ui/guard_blocked.png,raster-fallback,yes,yes,generic,no,86d5d88a6c3ecd087819ddbc6889d9c0a1e7cee51cf697a7cf3a51061ba7d8be
HEAL_REPAIR,assets/raster_2x/ui/heal_repair.png,raster-fallback,yes,yes,generic,no,b4ea5034dfa177b623bf476ce177d101a1a16c72d25a04d1dd8161f61cbb2ef5
ILLEGAL,assets/raster_2x/ui/illegal.png,raster-fallback,yes,yes,generic,no,3167921f89a14b70408a4db315a9ae8c2f6a465939763ad9a3bd2bfb60886405
INDEX_SHIFT,assets/raster_2x/ui/index_shift.png,raster-fallback,yes,yes,generic,no,854e281a1f085f840d38fadb097cec91adb67c1db8a44b0269d610110c921e5f
KING_SLAYER,assets/raster_2x/ui/king_slayer.png,raster-fallback,yes,yes,generic,no,fec74ed75f48d5b6a0460c98c97b102848057c470a9f66212d0b0d8bc0e05731
LEGAL,assets/raster_2x/ui/legal.png,raster-fallback,yes,yes,generic,no,7b5fa5001614acabd3d80f5061297d933cf89e8c84a808a9bc48209f9121a200
LOCKED,assets/raster_2x/ui/locked.png,raster-fallback,yes,yes,generic,no,bad967e5f3961aa038797dd140a63aebf6af1e977bfc376a11fe37ca7eace02b
NORMAL,assets/raster_2x/ui/normal.png,raster-fallback,yes,yes,generic,no,bc8dfc9eff8759a4185ef47681275159354ed1f741960d7249d620c4ad1413f6
PAPER_REGISTER,assets/raster_2x/ui/paper_register.png,raster-fallback,yes,yes,generic,no,67937564f0c8c39003f07cacb4ff49f70157b0939b317e61590a406d613a06f1
PHASE_STAMP_FRAME,assets/raster_2x/ui/phase_stamp_frame.png,raster-fallback,yes,yes,generic,no,a32df4b647499ad6aa619f9eb7a9657c05ff8d6ab607763aba6b97656610576b
REDACTION_WIPE,assets/raster_2x/ui/redaction_wipe.png,raster-fallback,yes,yes,generic,no,334317982a30b130131725b21aab35314e2dd83fa383b651481f7cc132cac28a
RESOLVE_PIN,assets/raster_2x/ui/resolve_pin.png,raster-fallback,yes,yes,generic,no,ebd42ef8880b4083ca48b2da4191ef21cc3ab6927cff2c221bfcf565d873edf2
RESULT_FRAME,assets/raster_2x/ui/result_frame.png,raster-fallback,yes,yes,generic,no,6a103ccb695e6fffdca623ffb5087f2dbe04f0026ca3adf9a1f9802749d415f8
ROYAL_CASTLE_MASTER,assets/raster_2x/ui/royal_castle_master.png,raster-fallback,no,yes,generic,no,df9d63d287edebeda9ddac58e1687767104e60bea095e294ecc6da9d1c28e0f1
SEAL_BREAK,assets/raster_2x/ui/seal_break.png,raster-fallback,yes,yes,generic,no,18f6ac0728f178ed57e66b59e9f80892555bd88c7855090c25ece4917da83de9
SEAL_BROKEN,assets/raster_2x/ui/seal_broken.png,raster-fallback,yes,yes,generic,no,ca0a5b630dafb18aefc543206d87066a0ee113e95aafdd78208c152e04d48d6b
SEAL_CLOSED,assets/raster_2x/ui/seal_closed.png,raster-fallback,yes,yes,generic,no,70f9cf6e9b15726ee34f741b0d927fc47a558cbd5c6bf2e8a681ae1868cb51b2
SEALED_SLIP,assets/raster_2x/ui/sealed_slip.png,raster-fallback,yes,yes,generic,no,27378107cbde513ce5718d1433818c10bc2104bd5a1e80801f8a0a1edfa9e533
SELECTION_BAR,assets/raster_2x/ui/selection_bar.png,raster-fallback,yes,yes,generic,no,57b736a8d81a87a490865e6a29529d6900ae80f605b34411bc2cb8b0530f2aab
SHIELD_STAMP,assets/raster_2x/ui/shield_stamp.png,raster-fallback,yes,yes,generic,no,518cc59f817e18439b38352d10b1de25fcdb824d7185d51fe045904c11f0286e
SILENCE_REDACTION,assets/raster_2x/ui/silence_redaction.png,raster-fallback,yes,yes,generic,no,757aa21dcb1dd8527b601481d3cc14dfe2bc4a8be5b0645081f767e32995f29c
TICKET,assets/raster_2x/ui/ticket.png,raster-fallback,yes,yes,generic,no,747821b7c2ce621f60686358654840540c1ead9cdee67215b882f1a1b8b12e38
TOOLTIP_9SLICE,assets/raster_2x/ui/tooltip_9slice.png,raster-fallback,yes,yes,generic,no,5345256e71bd7c762ce584be4715df52cb773312213d86415ed2fc3a60e26ca4
VALIDATION_MARK,assets/raster_2x/ui/validation_mark.png,raster-fallback,yes,yes,generic,no,f3302e7ab612f3e82d5e5f9c1f2fac8873404e5775ff8a2dadcddae15b7fed02
VICTORY_COUNT,assets/raster_2x/ui/victory_count.png,raster-fallback,yes,yes,generic,no,afc1ab06abd6863d4ff8f35829b818429b8b2b46a16e26cd20941570a0915599
AMBUSH,assets/source_svg/card/ambush.svg,vector-source,yes,yes,generic,no,28441922a4ad4dc5c1d3caafc433377dfb0814038f8551dc9fd45e9b761588f5
AMBUSH_VOID,assets/source_svg/card/ambush_void.svg,vector-source,yes,yes,generic,no,8bd9bd7fcfe5c870f093317273893fde1b4022c8604173c002125d301ded69d8
CARD_BACK_MASTER,assets/source_svg/card/card_back_master.svg,vector-source,yes,yes,generic,no,902eb758ea02134f550395f53f728a1eae764792f1eb92760ba9b4591addf1f4
CARD_FRONT_MASTER,assets/source_svg/card/card_front_master.svg,vector-source,yes,yes,generic,no,38e65b4185726e19cb0e013f61f783dc8c6fa22ebe137fdddb985d887f89cf66
CARD_SLOT,assets/source_svg/card/card_slot.svg,vector-source,yes,yes,generic,no,f6de468a9046f0763018a8f657d92523adeaa6ae0a0571b3a1ebe42f56e40d85
DESTROYED,assets/source_svg/card/destroyed.svg,vector-source,yes,yes,generic,no,764aabb2515fa1045e9b19d1da67fc85ae04f9255b0e11ecd09ba345282c06f5
DISABLED,assets/source_svg/card/disabled.svg,vector-source,yes,yes,generic,no,0665b7e0216d32b98e666e524e4e65296e8c96f7ab62971f34c83ee6e8e4c7b2
HOVER,assets/source_svg/card/hover.svg,vector-source,yes,yes,generic,no,0a9dad14069072b73487d26352647338b717bbb525a929ff4b5c246ac7483252
LEADER,assets/source_svg/card/leader.svg,vector-source,yes,yes,generic,no,a2e442068ba9810e6d5058435f222c1b666318d503d8ab76d7581d39c3451fc6
LEADER_MANIFEST,assets/source_svg/card/leader_manifest.svg,vector-source,yes,yes,generic,no,a6d1bbb2cdbc6a1bbc8b1fa9eaeb318612bb851e3accae2fcb73180f2c5d55cf
PUNISHMENT,assets/source_svg/card/punishment.svg,vector-source,yes,yes,generic,no,01d86a24c2f73d8be880419972b5854680a4b251ea2e67ba053a326c9781f628
PUNISHMENT_INTRUSION,assets/source_svg/card/punishment_intrusion.svg,vector-source,yes,yes,generic,no,634bdc377f853547bce54de67ccf630b4f7c322e2ee2493320c2c0b0282cf883
SELECTED,assets/source_svg/card/selected.svg,vector-source,yes,yes,generic,no,213f1ff1526be0cd9be2531abb88e379b42de432ac086ee7715165bd538d6cd8
SILENCED,assets/source_svg/card/silenced.svg,vector-source,yes,yes,generic,no,e1b6e18330262bfa68ad216aeebd9ef472980f4e3914dc1ee2b775eb5244feaa
SPELL,assets/source_svg/card/spell.svg,vector-source,yes,yes,generic,no,1a92ec658802ecebc933d4a02634edc2ec9550840c6f26deda2985542fc02b4b
SPELL_DIAGONAL,assets/source_svg/card/spell_diagonal.svg,vector-source,yes,yes,generic,no,26bea1fd96cb81670c4343254d54a5afe9edba7838b94f6a3ba6d84306699ed1
UNIT,assets/source_svg/card/unit.svg,vector-source,yes,yes,generic,no,3d44679ee786d3879fd324a67229228879506c367c29fb69a0b67e0ad92a0662
UNIT_BREAKOUT,assets/source_svg/card/unit_breakout.svg,vector-source,yes,yes,generic,no,a631d0bbdda0cab34573963072071ff01e6201d04e9f1c0ada9ec5b72046346d
FLAME_SEAL,assets/source_svg/core/flame_seal.svg,vector-source,yes,yes,generic,no,98a3eb2d37a32669cdbc49fc15a0126caf3d9e7037623070d02414176a0d3c11
FLAME_WEDGE,assets/source_svg/core/flame_wedge.svg,vector-source,yes,yes,generic,no,61f48658289daee695e939173a1f58926ac32f9a66f570e230006fe7101e87dc
MACHINE_SEAL,assets/source_svg/core/machine_seal.svg,vector-source,yes,yes,generic,no,e8495ceb350d21eaeedb3c7803a5a9e3abaf16d1ddb2a39927e8586e0c222835
MACHINE_WEDGE,assets/source_svg/core/machine_wedge.svg,vector-source,yes,yes,generic,no,d287320629280b091aecf51b135f6a3651caa3074874c66c0f8a034cf5080de5
MISREGISTRATION_GRID,assets/source_svg/core/misregistration_grid.svg,vector-source,yes,yes,generic,no,ce6ac1a74333d824900b0825c1a2c4c08d342d139d4f3e44409e4d1e2c028eb2
NEUTRAL_SEAL,assets/source_svg/core/neutral_seal.svg,vector-source,yes,yes,generic,no,5dfc0ff77b3c5e7aa637c4cd85cd46797ba82760b85b6e0d371cb42bb8e80309
NEUTRAL_WEDGE,assets/source_svg/core/neutral_wedge.svg,vector-source,yes,yes,generic,no,02f7a838fb57f7b2bef97d4b85d6add6392029342887d6b17cd560abd2f8b161
SEA_SEAL,assets/source_svg/core/sea_seal.svg,vector-source,yes,yes,generic,no,a641b53cdcdaf981f98c945275aeeb9cff49060865ae9e9169a094c4e2fdb3a3
SEA_WEDGE,assets/source_svg/core/sea_wedge.svg,vector-source,yes,yes,generic,no,5a53db8e60277ed8d7706b3a096eb91f1ec97012ff8b9bebcb0bd55dc68e742e
WOOD_SEAL,assets/source_svg/core/wood_seal.svg,vector-source,yes,yes,generic,no,13bcf67c2608269f60b3521cb2c1e26b30addbacd9f7d3d836ad9434d6946c17
WOOD_WEDGE,assets/source_svg/core/wood_wedge.svg,vector-source,yes,yes,generic,no,a65d265a004028e790ddd396b154cf2e928b21956aa5747eb8ca7eb7f2148fbe
AMBUSH_FOCUS,assets/source_svg/icons/ambush_focus.svg,vector-source,yes,yes,generic,no,012f053275f4fb911551c8610535b827bd087d84fb58a7b735a9fce2fad85bca
AMBUSH_LOCKDOWN,assets/source_svg/icons/ambush_lockdown.svg,vector-source,yes,yes,generic,no,ef4ae672a6fcd746a3049bb461caf837c8a42387f9706cb46e0e2d5ea0555e4d
AMBUSH_NORMAL,assets/source_svg/icons/ambush_normal.svg,vector-source,yes,yes,generic,no,c3174ef62ec2648d0b2b4961d2289214413a048803b58fc9fdceb7f9be1c34db
BACK,assets/source_svg/icons/back.svg,vector-source,yes,yes,generic,no,f88886e10512020a46aa7744f8723bc4ec8603ec9083f8e3a017482b6e1547e7
CANCEL,assets/source_svg/icons/cancel.svg,vector-source,yes,yes,generic,no,fe014a972305148dad2e88608ec2aaae7cae75342606febeef5eef911329e6ae
CASTLE,assets/source_svg/icons/castle.svg,vector-source,yes,yes,generic,no,e98c50312a960ad7143e718caa023428e301bd544979ce9d8c1d193c51bafcb7
CHANT,assets/source_svg/icons/chant.svg,vector-source,yes,yes,generic,no,1f121754ac42080c31850b21f904239841c98585103d8405868bdb2815f46e47
CONFIRM,assets/source_svg/icons/confirm.svg,vector-source,yes,yes,generic,no,716d9175f9f543a2210e53e85d58d887f4e202b83ea03b0dc1a8dd34b4fa9c35
CYCLE,assets/source_svg/icons/cycle.svg,vector-source,yes,yes,generic,no,850ef6fc9d919cc675dbdd772d51c4929f9cdb18099d36e62cdb27b758b890ec
DECK,assets/source_svg/icons/deck.svg,vector-source,yes,yes,generic,no,da5c8a5a9437af54589ebcd6709a134bab555d1ac08aa2d5f2ddb5a2dafc8c95
DESTROY,assets/source_svg/icons/destroy.svg,vector-source,yes,yes,generic,no,93ceb4dec6df963ff5911c362aef732a9d42224aacfe33df57be6535962a884f
DISCARD,assets/source_svg/icons/discard.svg,vector-source,yes,yes,generic,no,34e880e7c87834825adbd3f2eac9f6f10eb6e95e8ddba79a789dc9e4ffb54803
DRAW,assets/source_svg/icons/draw.svg,vector-source,yes,yes,generic,no,8d0fbba2f99f64c6d7a8c184bb56044f63dffcdfd1bc4e3587738c6c02c100c0
DURABILITY,assets/source_svg/icons/durability.svg,vector-source,yes,yes,generic,no,9bf7a3cb214ea5dc61a8d17fce66afe6c8dbf0c2674df28e9c665ae8f0146dca
GUARD,assets/source_svg/icons/guard.svg,vector-source,yes,yes,generic,no,47c16c1eece879f9cf7059d866fa2f0ceb6d917a929b95afe6a31d14152fe891
HEAL,assets/source_svg/icons/heal.svg,vector-source,yes,yes,generic,no,e09784be16c40e04636b39830852d43fff8df43c4ec0547ecd1dc332d500aee2
INFO,assets/source_svg/icons/info.svg,vector-source,yes,yes,generic,no,4107a2f45c53d788cf43cf8b3ac7ab45072e777cdcef24e29fd19e8980a74632
KING_SLAYER,assets/source_svg/icons/king_slayer.svg,vector-source,yes,yes,generic,no,d236643215806bd7d91a7f7d8ecc70939fdeb8d9c31ed1d0a6ee31ff0aef9dac
LEADER,assets/source_svg/icons/leader.svg,vector-source,yes,yes,generic,no,e80c9edd52b8f482b599ccced2341fc1b3afac381c638711949f01429f18a52e
PAUSE,assets/source_svg/icons/pause.svg,vector-source,yes,yes,generic,no,14fd14df6128c2112b63cca7f7d0316afb1695998a0a42c0d788fb524d78a7ba
PHASE_ACTION,assets/source_svg/icons/phase_action.svg,vector-source,yes,yes,generic,no,8666603f079802ffd4eb431d6e689b1f2b22ede940ef52b4a9e3f59bec5747c2
PHASE_AMBUSH,assets/source_svg/icons/phase_ambush.svg,vector-source,yes,yes,generic,no,bf40f4550cf3322c52573b491cb559594c1755c0c2d7a60cc3e9e0c928163d5b
PHASE_DISCARD,assets/source_svg/icons/phase_discard.svg,vector-source,yes,yes,generic,no,ec181e1851e53a2fa377eab6369a295bbd3e4ca44ff65f2b8c889f2b7de06837
PHASE_END,assets/source_svg/icons/phase_end.svg,vector-source,yes,yes,generic,no,80781e6b122d66127f7baaa63dccf480b85d98322584a1d902b9cbb98d4ac1db
PHASE_START,assets/source_svg/icons/phase_start.svg,vector-source,yes,yes,generic,no,f55da7f38f023d8e6054ce1e07e9c5350dc0e1677dbb18a8120f387e42719bb4
PLAY,assets/source_svg/icons/play.svg,vector-source,yes,yes,generic,no,3d1fb4fd94eb0dc370a08b9c31014f477e8ce78aeea2915a303bf761f61a7c3c
PUNISH,assets/source_svg/icons/punish.svg,vector-source,yes,yes,generic,no,071758f223bb5e97ff514543aa6375f3430cc09100ed5c3b3150b0a4e087f042
REMATCH,assets/source_svg/icons/rematch.svg,vector-source,yes,yes,generic,no,a74391db46e5e7fc374059e68b9589d940c8f439c6634f27da8e7262f6208251
RULES,assets/source_svg/icons/rules.svg,vector-source,yes,yes,generic,no,15354b3afbff2dab6bacdcc65c88beb3646e611adbc51adc91e78b3d6f286625
RUSH,assets/source_svg/icons/rush.svg,vector-source,yes,yes,generic,no,75899944afbb31998d5b02d9f62722421e6aad95dcf2e34582e1580e2a5a0895
SETTINGS,assets/source_svg/icons/settings.svg,vector-source,yes,yes,generic,no,61aa59a5886447ffa546388623c86f7631ac98b91201d5886626700da8e87574
SILENCE,assets/source_svg/icons/silence.svg,vector-source,yes,yes,generic,no,79da91a2d3a7ce7e4fb2bc0d1f5c2ee4440e75059fd14cda856d7a4094d30305
TAUNT,assets/source_svg/icons/taunt.svg,vector-source,yes,yes,generic,no,e071b28f9dbe35b3fba916a88b7769d116745c21691d759c32e3f7348e9a6199
VICTORY,assets/source_svg/icons/victory.svg,vector-source,yes,yes,generic,no,9c3615d886a24ce9fdd79d6ea1ab16fb84540c12a28c0fde49458c416612df70
WARD,assets/source_svg/icons/ward.svg,vector-source,yes,yes,generic,no,25f805406b48182a7e22db9c08be8f10525f5af6608d67e6daa6310408c684bc
ARCHIVE_PANEL_9SLICE,assets/source_svg/ui/archive_panel_9slice.svg,vector-source,yes,yes,generic,no,9e2ca9627ac54caf684e860b551def21f2d67b806f9593caf9013f02a375b77f
ARCHIVE_TAB,assets/source_svg/ui/archive_tab.svg,vector-source,yes,yes,generic,no,2c2b1b5ce00a3fb3806d8c15e381915b331845d0d83949d7b724f73bb4003fc1
BATTLE_REPORT_FRAME,assets/source_svg/ui/battle_report_frame.svg,vector-source,yes,yes,generic,no,31ac805624adcd5beab36ffa7469b165ae20707c865590731b9565b1d720c4de
BUTTON_STAMP_9SLICE,assets/source_svg/ui/button_stamp_9slice.svg,vector-source,yes,yes,generic,no,ee00be2716f545d92ac4a7b2a7e933d5a987d57a87c6f1fe67354bd6de14280e
CHAIN_TAB,assets/source_svg/ui/chain_tab.svg,vector-source,yes,yes,generic,no,74d27f0aa35b1218b218ec2a2f7f3d9b1a67963ea55daf1e16fdea9bddc4b340
CHANT_PROGRESS,assets/source_svg/ui/chant_progress.svg,vector-source,yes,yes,generic,no,890a1c3d2cbe3abc176345400520eec523137fb5226803f718e8f6d2538a365e
COUNTERFILED,assets/source_svg/ui/counterfiled.svg,vector-source,yes,yes,generic,no,229440ed59d893236a78e2c6515f470b365563851d540b2cd0d29db16629e179
DAMAGE_CUT,assets/source_svg/ui/damage_cut.svg,vector-source,yes,yes,generic,no,c43b39e02f97b0bdd904825957872c25446987e59fc2a14aafb23460b3f4bd09
DECK_ADD_STAMP,assets/source_svg/ui/deck_add_stamp.svg,vector-source,yes,yes,generic,no,67b06875cb2b3572c530863bbdd4458246c973642e8666975348ecd25d8bd238
DECK_REMOVE_STAMP,assets/source_svg/ui/deck_remove_stamp.svg,vector-source,yes,yes,generic,no,5fc0dcf8260d5e9e42b7e9243a5b3d8bd6b24c805007754b8bbe40c89cf6b677
DIVIDER_RULE,assets/source_svg/ui/divider_rule.svg,vector-source,yes,yes,generic,no,977290c4a1314b0adbf540d2eab830a8385e62d462df821db94113f3ff49d916
DROP_INVALID,assets/source_svg/ui/drop_invalid.svg,vector-source,yes,yes,generic,no,c9abfbe1c528cd9e5e42b49a94d5260ed64e5d4fe0ecfddaec26578048af89a6
DROP_VALID,assets/source_svg/ui/drop_valid.svg,vector-source,yes,yes,generic,no,ed9954d7597f2c293e0853966764c9483e06e33820f14445fbfa9f150a8bb2b3
FOCUS_RING,assets/source_svg/ui/focus_ring.svg,vector-source,yes,yes,generic,no,f018abaaeba0ad56176549827990de28d3bf634bbd2f7255989dc3c9f1bf3a24
FOLDER_SLIDE,assets/source_svg/ui/folder_slide.svg,vector-source,yes,yes,generic,no,297246fd1ea51f84c93527b04fed8166b94b4208d92800f2f04a46eeac847e2d
GUARD_BLOCKED,assets/source_svg/ui/guard_blocked.svg,vector-source,yes,yes,generic,no,08bca85a7ab91b9037285740526f73a17484d77a4823364b94420200fc8bc482
HEAL_REPAIR,assets/source_svg/ui/heal_repair.svg,vector-source,yes,yes,generic,no,30e72f08502bb863cd9ec49fc62c0b3e206abffcd4272ed10238e08a2557d3ba
ILLEGAL,assets/source_svg/ui/illegal.svg,vector-source,yes,yes,generic,no,be829fde1381e1628da1bdf06305bead54b8ed933f2a6c3b031dd714ad9f2870
INDEX_SHIFT,assets/source_svg/ui/index_shift.svg,vector-source,yes,yes,generic,no,2de8a4d70c7560dcaee9b49aa349552667ea03d5d5a5c3afa10e5c898c133952
KING_SLAYER,assets/source_svg/ui/king_slayer.svg,vector-source,yes,yes,generic,no,3f4e5f2e32cf5c668c8f29d6901dc6dd17dd682a8b515dd4f5cb07839d242d47
LEGAL,assets/source_svg/ui/legal.svg,vector-source,yes,yes,generic,no,36f3a5f38afc56e4604ba3becaa590e31687d0b37346db12991ccc253842ac92
LOCKED,assets/source_svg/ui/locked.svg,vector-source,yes,yes,generic,no,05b41420138d55695e7eba0f23c822ced23b35c6bbc9d17e8b8d326c0634ad76
NORMAL,assets/source_svg/ui/normal.svg,vector-source,yes,yes,generic,no,db1bb151c635f8ce2bf6fbee27565a201f0a61e6c51567075506ca96c1572f73
PAPER_REGISTER,assets/source_svg/ui/paper_register.svg,vector-source,yes,yes,generic,no,9d3f1b9c652cbbeb2edaa0e719d9aeda7364f5b2ca33eea522597c069e90430e
PHASE_STAMP_FRAME,assets/source_svg/ui/phase_stamp_frame.svg,vector-source,yes,yes,generic,no,7df3a88f4ea53d21ce4f37650d6813c3238b839bcdcd1a617e4aea8de20c2517
REDACTION_WIPE,assets/source_svg/ui/redaction_wipe.svg,vector-source,yes,yes,generic,no,8a67a901fd5cd015c4c84883ccff92a3e6c58e38ca537d0b68dd10376089d666
RESOLVE_PIN,assets/source_svg/ui/resolve_pin.svg,vector-source,yes,yes,generic,no,10a50b8b854f36f75f9e204d954ddd5cf64bcdd803f97384b61530ec9eb7eb74
RESULT_FRAME,assets/source_svg/ui/result_frame.svg,vector-source,yes,yes,generic,no,8a6cc77dd7f7e25cde902e63240412ce2f9bf3961f668c3a2904c3e22295d5c8
ROYAL_CASTLE_MASTER,assets/source_svg/ui/royal_castle_master.svg,vector-source,yes,yes,generic,no,97cead214602bb32585c55a21ef1c0028f181193478e6b82a64a52617745187b
SEAL_BREAK,assets/source_svg/ui/seal_break.svg,vector-source,yes,yes,generic,no,89be74d020820c2f4a062f3109f4c7ad1a62c4af2d0d20d2dd8b9b4f3a3f38b2
SEAL_BROKEN,assets/source_svg/ui/seal_broken.svg,vector-source,yes,yes,generic,no,14add722f075a389bf2420abb879b0bf71cd9f45cf111b2d1466d0710ad1c22c
SEAL_CLOSED,assets/source_svg/ui/seal_closed.svg,vector-source,yes,yes,generic,no,67173a481f616324c67539c4a8588bb78db44549dcaf24d7f36168c4ac77612a
SEALED_SLIP,assets/source_svg/ui/sealed_slip.svg,vector-source,yes,yes,generic,no,2290975e92c2e94010df9eb901efe37b147b5f5d4f7c4fb30b9b527e29e13b2a
SELECTION_BAR,assets/source_svg/ui/selection_bar.svg,vector-source,yes,yes,generic,no,4daeb14591e94a560dcbfe18d5557f7c9e6e0545d4c85f6ac4ce1bb10f354b31
SHIELD_STAMP,assets/source_svg/ui/shield_stamp.svg,vector-source,yes,yes,generic,no,93571a5c9413161e3de568a46ba9a1cc343721844fb97dcb5af8e7011b7c3274
SILENCE_REDACTION,assets/source_svg/ui/silence_redaction.svg,vector-source,yes,yes,generic,no,09fb0648096f5e19912f319ad8863fd6ea51a34f652b909ad73e75185c63c4ee
TICKET,assets/source_svg/ui/ticket.svg,vector-source,yes,yes,generic,no,b5bd321923bd5360ee89901f0a24b48710172c63747b76c4aadc74d28da6e972
